1.763483288731138146e+02,3.338093182323258361e+02,1.311610402430939644e+02
1.762559358053137828e+02,3.337217652453693404e+02,1.311888271087476596e+02
1.761653239222222851e+02,3.336299475075655891e+02,1.312123019288569026e+02
1.760765337949401612e+02,3.335339555027036909e+02,1.312314963902919658e+02
1.759895238038041327e+02,3.334339112116542196e+02,1.312465422437206541e+02
1.759043227843582429e+02,3.333299094497936039e+02,1.312574857701297333e+02
1.758209607602306619e+02,3.332220445687898405e+02,1.312643718196259215e+02
1.757394689031979453e+02,3.331104104946530811e+02,1.312672438179733376e+02
1.756598794951159164e+02,3.329951007640069633e+02,1.312661437728250462e+02
1.755822258917152681e+02,3.328762085585840964e+02,1.312611122796497511e+02
1.755065424882585603e+02,3.327538267379473496e+02,1.312521885273535815e+02
1.754329334063972112e+02,3.326280216905740872e+02,1.312393263544663853e+02
1.753614206084939724e+02,3.324988912720340295e+02,1.312225796581632835e+02
1.752920276321292192e+02,3.323665328394739049e+02,1.312020002231694207e+02
1.752246960564029621e+02,3.322310750258050120e+02,1.311777398599836033e+02
1.751593536482332354e+02,3.320926517716833359e+02,1.311499671677497645e+02
1.750959137473757039e+02,3.319514025773130470e+02,1.311188682531241625e+02
1.750342746484191139e+02,3.318074727571323592e+02,1.310846474496383109e+02
1.749744023612273338e+02,3.316609820682326131e+02,1.310474259242518542e+02
1.749162619510981642e+02,3.315120508335343743e+02,1.310073256167438558e+02
1.748597341639329557e+02,3.313608315646069968e+02,1.309645713519304309e+02
1.748047666903257777e+02,3.312074516157327935e+02,1.309193055323949011e+02
1.747513055849277350e+02,3.310520392316166749e+02,1.308716720649133265e+02
1.746992952315012815e+02,3.308947235806815570e+02,1.308218163661750850e+02
1.746486783099438185e+02,3.307356347864881627e+02,1.307698853681809510e+02
1.745993957653384996e+02,3.305749039572228867e+02,1.307160275233094353e+02
1.745513530955427939e+02,3.304133390167870630e+02,1.306608541558852323e+02
1.745046492625840813e+02,3.302510749522324431e+02,1.306043536079156979e+02
1.744592052759346927e+02,3.300881960152823353e+02,1.305466566180602399e+02
1.744149608553069015e+02,3.299248648447273808e+02,1.304879240937092106e+02
1.743717623461135133e+02,3.297611585866571886e+02,1.304283548453178980e+02
1.743295580571680432e+02,3.295971989452476123e+02,1.303680741935958736e+02
1.742882954764887984e+02,3.294330976231890418e+02,1.303072011640192329e+02
1.742480501448113159e+02,3.292687933900257349e+02,1.302456200738543828e+02
1.742087438359820339e+02,3.291042497306083874e+02,1.301833836673540929e+02
1.741702967120057224e+02,3.289393955477289637e+02,1.301205257942604305e+02
1.741326505397917401e+02,3.287742283068783991e+02,1.300571015776993420e+02
1.740957499947547831e+02,3.286087271745495855e+02,1.299931523797654336e+02
1.740595432244882659e+02,3.284428519299091249e+02,1.299287047750604529e+02
1.740240045238892321e+02,3.282766475110137208e+02,1.298638111232419305e+02
1.739891161175720242e+02,3.281101575823157077e+02,1.297985147722209831e+02
1.739548470021814524e+02,3.279433183255249560e+02,1.297328076848268381e+02
1.739211935430799087e+02,3.277761500345091008e+02,1.296667052384181602e+02
1.738881617312783874e+02,3.276086702306852771e+02,1.296002113504040949e+02
1.738557465996149176e+02,3.274407869071104074e+02,1.295332760109692458e+02
1.738239718025462537e+02,3.272724910922663639e+02,1.294658702491469455e+02
1.737928575144718195e+02,3.271037751255401531e+02,1.293979693728281859e+02
1.737623377689713777e+02,3.269346639338304499e+02,1.293296543458913845e+02
1.737324269286795015e+02,3.267651520524842113e+02,1.292609076095671412e+02
1.737032202910859269e+02,3.265952033822392764e+02,1.291916123650736665e+02
1.736746603399691367e+02,3.264248396438052282e+02,1.291218392291588657e+02
1.736467568136369835e+02,3.262540571053961003e+02,1.290515763456188836e+02
1.736195040386737389e+02,3.260828578645688367e+02,1.289808307633263667e+02
1.735928655085980665e+02,3.259111607515031324e+02,1.289095931816939640e+02
1.735667943750842994e+02,3.257389079560132927e+02,1.288378788807196145e+02
1.735413170262370386e+02,3.255660326596212713e+02,1.287656246412755081e+02
1.735163822309343971e+02,3.253925154410760570e+02,1.286928730513287746e+02
1.734919298687957792e+02,3.252183575350945830e+02,1.286196876208803133e+02
1.734678912326049272e+02,3.250435799929493328e+02,1.285461517982689088e+02
1.734441742753686526e+02,3.248681330634958044e+02,1.284723332902269419e+02
1.734206976299038274e+02,3.246920931692395698e+02,1.283983596221453070e+02
1.733973720432526591e+02,3.245155533420676761e+02,1.283243750244276384e+02
1.733739488465792249e+02,3.243386799372304949e+02,1.282507254673130319e+02
1.733503084062051016e+02,3.241615066786046668e+02,1.281775522557664999e+02
1.733263409866102620e+02,3.239841904497017140e+02,1.281050538250055411e+02
1.733020123826963470e+02,3.238068693224187200e+02,1.280333403799123744e+02
1.732772824322827319e+02,3.236295965610017333e+02,1.279624812211225446e+02
1.732520549366685714e+02,3.234524746415683012e+02,1.278926289930649034e+02
1.732262611780851671e+02,3.232756220567217724e+02,1.278239162982140726e+02
1.731998452170445262e+02,3.230991773667641382e+02,1.277564726177139676e+02
1.731727492024652406e+02,3.229233032387342632e+02,1.276904412299095952e+02
1.731449969619353340e+02,3.227481531816498546e+02,1.276258758126807606e+02
1.731164743114305224e+02,3.225739533563244663e+02,1.275630084016726471e+02
1.730871491838215377e+02,3.224009174746611279e+02,1.275019788599630175e+02
1.730569199493197345e+02,3.222293027706197108e+02,1.274430196213565125e+02
1.730256985174834483e+02,3.220593768665219159e+02,1.273863529908416723e+02
1.729934785707270919e+02,3.218913902852610249e+02,1.273321066430031010e+02
1.729602524801637742e+02,3.217256063594959414e+02,1.272804144364736771e+02
1.729259283013002175e+02,3.215623310647623612e+02,1.272315172153153071e+02
1.728904934189161509e+02,3.214019465647201059e+02,1.271856113856318018e+02
